student_id,name,attendance,assignment,quiz,lab,midterm_exam,final_exam
4758,Roy Bond,72,96,82,31,91,82
4759,Diana Tomlinson,25,52,96,28,22,76
4760,Dr Jason Baker,29,43,27,75,87,94
4761,Lorraine Webb,28,96,93,89,42,85
4762,Douglas Gilbert,27,54,85,24,62,33
4763,Dr Connor Roberts,25,54,93,29,56,63
4764,Ellie Wilson-Fox,44,86,67,44,28,91
4765,Judith Edwards,57,23,57,32,99,73
4766,Lydia Martin-Byrne,82,98,80,32,33,60
4767,Nathan Murray,25,38,86,60,56,39
4768,Kelly Gould,39,32,64,95,76,77
4769,Dr Katy Hughes,70,98,55,33,86,29
4770,Clive Law,63,67,93,88,28,32
4771,Jade Carter,62,86,58,41,47,44
4772,Naomi Martin,29,89,21,68,83,100
4773,Aimee Newton,50,24,73,23,45,73
4774,Rosie Price,74,95,65,94,69,30
4775,Alison Matthews,64,74,78,37,65,62
4776,Barbara Green,20,36,72,99,50,62
4777,Claire Watson,84,61,71,69,55,79
4778,Rachael Blackburn-Thomas,70,43,71,28,81,95
4779,Melanie Barry,72,46,52,28,61,80
4780,Miss Dorothy Davis,93,88,88,64,96,34
4781,Ryan Carey,71,71,96,20,34,63
4782,Gerald Scott,48,82,32,60,60,92
4783,Miss Lindsey Hughes,88,37,97,39,85,35
4784,Adam Knight-Manning,72,29,70,48,96,50
4785,Bradley Williams,31,22,92,63,22,34
4786,Damien Harper,29,66,49,55,49,85
4787,Cameron Davies,45,61,42,62,43,90
4788,Beverley King,67,33,34,26,84,62
4789,Dale Graham-Ryan,91,26,77,40,41,90
4790,Miss Andrea Gray,83,82,87,64,31,22
4791,Dr Henry Williams,43,24,22,84,66,85
4792,Mr Steven Hobbs,84,55,72,95,45,62
4793,Valerie Ball,80,70,27,95,82,49
4794,Bryan Marsh,27,77,34,28,28,29
4795,Declan Taylor,65,73,78,49,37,81
4796,Dr Rita Walton,31,21,26,49,69,75
4797,Jemma Perry,86,22,32,33,93,96
4798,Ben Patel,75,62,56,31,33,76
4799,Lucy Anderson,27,30,41,34,92,95
4800,Carl Newton-Richards,50,75,54,96,73,65
4801,Mrs Hayley Bennett,26,88,21,73,20,74
4802,Marcus Reynolds-Davies,74,57,35,39,40,91
4803,Gary Hewitt,57,98,40,92,21,25
4804,Rebecca Heath,27,73,91,79,26,47
4805,Raymond Johnson,37,28,80,31,47,32
4806,Ms Louise Brown,50,96,42,42,30,56
4807,Christine Wilson,62,33,73,21,25,45
4808,Francesca Harrison,24,21,92,22,26,49
4809,Lorraine Bartlett,29,52,95,98,33,28
4810,Clive Bird,25,33,59,28,67,95
4811,Miss Clare Joyce,35,28,27,48,89,92
4812,Dr Jamie Fleming,68,75,77,82,68,57
4813,Lynn Knight,96,71,52,83,58,97
4814,Dr Carl Nelson,73,72,21,77,52,39
4815,Kevin Mitchell,100,27,50,26,94,99
4816,Mrs Sheila Hill,41,25,48,40,58,20
4817,Dr Gillian Richardson,97,89,66,90,82,69
4818,Lynn Dixon,91,72,95,78,39,59
4819,Sheila Craig,96,47,63,93,71,45
4820,Dr Jack Rice,23,40,56,39,94,39
4821,Lynn Sullivan,42,72,60,37,65,42
4822,Graeme Roberts,22,88,25,99,88,75
4823,Abdul Hartley,66,35,100,44,55,53
4824,Miss Angela Fitzgerald,26,99,53,67,47,85
4825,Dr Kathleen Lewis,99,35,58,24,51,43
4826,Dr Malcolm Macdonald,80,43,82,80,91,25
4827,Carly Richards,49,24,65,42,55,99
4828,Clare Pollard,29,35,37,35,45,73
4829,Mary Watkins,92,51,66,88,24,62
4830,Tom Lloyd,25,47,28,24,66,72
4831,Jade Dean,25,42,77,39,61,28
4832,Gerard Naylor,56,23,25,50,31,55
4833,Annette Jones,59,43,74,76,21,35
4834,Graeme Hill,92,67,60,77,27,47
4835,Ross Jones,44,33,97,72,90,90
4836,Shaun Matthews,20,31,93,27,23,70
4837,Julia Evans,68,33,80,66,20,67
4838,Mrs Michelle Ashton,29,29,96,71,97,83
4839,Lynne Adams,29,93,80,28,80,96
4840,Abdul Greenwood,53,99,38,21,56,31
4841,Kieran Todd,45,72,49,52,33,33
4842,Gemma Sharp,52,90,72,83,70,73
4843,Paula Bradley,75,40,54,20,28,82
4844,Mrs Sylvia Stokes,71,60,21,29,57,56
4845,Kieran Shaw,87,25,84,88,89,46
4846,Terry Hussain,23,97,71,79,46,78
4847,Karen Allen-Arnold,80,79,51,94,52,25
4848,Julian Taylor,29,37,81,77,24,70
4849,Anthony Edwards,35,62,52,54,80,92
4850,Miss Lindsey Begum,90,21,72,72,28,63
4851,Marion Williams-Smith,84,39,36,85,88,91
4852,Leslie Holland,25,32,87,68,84,99
4853,Mrs Leanne Brown,36,89,44,83,71,75
4854,Dr Tony Clarke,52,47,74,42,54,34
4855,Gerard O'Brien,55,36,56,76,82,28
4856,Rachel Frost,86,95,56,45,24,23
4857,Nicholas Davies,67,41,92,21,36,64
4858,Shaun White,85,31,44,62,24,58
4859,Pauline Thomas,54,77,27,99,93,36
4860,Deborah Foster-Browne,91,37,60,69,87,78
4861,Mrs Nicole Read,65,24,89,63,61,91
4862,Dr Liam Parkinson,42,22,77,24,25,78
4863,Billy Sutton,54,48,31,77,33,71
4864,Amy Campbell,75,73,46,34,40,89
4865,Hollie Curtis,76,80,63,64,93,76
4866,Dr Mitchell Khan,52,33,59,91,86,27
4867,Annette Harrison,33,37,29,100,74,35
4868,Francis Atkins,93,29,47,73,37,42
4869,Mr Leslie Bennett,50,38,29,80,94,75
4870,Ann Webster,91,58,77,81,63,70
4871,Dr Josh Griffiths,46,31,84,39,81,27
4872,Mitchell Gardiner,35,74,73,96,79,100
4873,Craig Jackson,80,98,75,59,67,21
4874,Iain Phillips,68,72,77,36,29,33
4875,Iain Price-Davis,25,83,95,66,35,62
4876,Kathryn Powell,73,27,47,94,28,75
4877,Benjamin Bradshaw,72,30,98,56,90,32
4878,William Ross,54,47,96,83,93,73
4879,Jordan Porter-Sutton,37,78,80,35,51,70
4880,Garry Kerr,77,55,60,59,57,34
4881,Ruth Fry,29,51,84,26,29,85
4882,Henry Davis,81,97,63,93,98,68
4883,Robin Brown,87,35,90,37,88,24
4884,Danielle Richardson,43,54,33,91,75,40
4885,Lee Hardy-Davies,29,20,42,91,46,23
4886,Stuart Davies,86,24,53,50,98,66
4887,Miss Kate Smith,24,54,91,72,41,29
4888,Mr Andrew Carter,95,31,86,49,31,26
4889,Marion Gallagher,56,78,84,43,62,57
4890,Gary Bird,51,25,82,59,50,32
4891,Stewart Holmes,20,52,72,23,69,80
4892,Dr Tom Davis,38,33,61,64,43,51
4893,Dr Carly Johnson,34,45,39,51,21,55
4894,Dr Robert Graham,20,43,23,63,52,90
4895,Joanne Morley,53,77,100,76,30,69
4896,Mark Payne,62,66,35,53,30,44
4897,Roy Griffiths,43,96,81,92,27,83
4898,Timothy Jackson,48,68,61,80,63,48
4899,Dr Arthur Cunningham,64,41,94,99,42,72
4900,Mr Ross Long,83,39,35,66,81,37
4901,Robin Lloyd-Phillips,80,94,92,37,46,24
4902,Lynda Holloway,95,67,58,47,54,45
4903,Angela Bird,29,95,56,76,73,76
4904,Janet Watkins,84,71,74,39,27,83
4905,Miss Annette Rees,58,81,56,47,46,37
4906,Lee Williams,90,58,91,80,53,75
4907,Frederick Mason,74,94,74,87,69,65
4908,Mr Simon Thompson,84,75,47,80,23,77
4909,Carole Taylor,35,90,71,67,49,23
4910,Geoffrey Sims,83,60,89,79,87,50
4911,Shannon Howells-Hope,64,76,42,20,33,82
4912,Jade Patel,45,100,99,24,28,67
4913,Katie Lewis-Hargreaves,69,37,83,95,51,36
4914,Cheryl Mills,53,87,53,71,53,24
4915,Duncan Lee,91,23,78,38,40,99
4916,Denise Thompson,56,59,69,74,95,94
4917,Dr Edward Turner,57,40,24,20,69,46
4918,Leah Hughes,46,28,85,63,55,92
4919,Ms Rachel Powell,89,71,67,63,67,55
4920,Dylan Davies-Wood,75,84,59,38,28,54
4921,Reece Hughes,88,46,36,43,87,56
4922,Brett Smith,80,91,37,24,92,34
4923,Alison Baldwin,83,87,68,70,50,68
4924,Margaret Craig-Williams,84,100,23,28,51,37
4925,Jeremy Jones,67,37,48,52,85,77
4926,Sarah Stevenson,33,84,25,81,54,98
4927,Hilary Owen-Edwards,40,88,21,98,24,68
4928,Charles Evans,24,88,99,53,80,63
4929,Hazel Cole,99,38,26,25,77,67
4930,Ms Jane Oliver,53,69,27,69,30,40
4931,Ms Suzanne Thomas,97,61,80,22,48,20
4932,Miss Sharon Jones,92,67,82,20,98,30
4933,Ms Jade Owens,82,44,73,100,33,30
4934,Jasmine French,68,43,44,82,27,82
4935,Dr Carl Rhodes,58,100,40,43,100,92
4936,Hollie Smith,61,97,100,69,82,82
4937,Ben Walsh,44,40,48,99,26,22
4938,Dr Kim Dawson,36,29,51,89,37,62
4939,Ryan Woods,84,41,98,71,76,51
4940,Melanie Burton,41,62,75,80,40,37
4941,Damian Murphy,58,71,50,94,86,61
4942,Heather Smith,85,73,36,100,73,100
4943,Amanda Thompson,25,78,55,87,54,53
4944,Elaine Robinson,34,92,73,100,61,27
4945,Peter Warner,35,88,24,69,70,30
4946,Olivia Chapman,35,82,22,28,27,69
4947,Kate Jennings,29,97,20,80,99,25
4948,Christian Fraser,90,70,58,50,46,64
4949,Samantha Young,86,66,75,98,46,39
4950,Hollie Miller,35,92,81,72,49,84
4951,Dr Marion Clark,42,25,58,36,94,40
4952,Dr Geraldine Sims,25,93,22,20,40,55
4953,Dr Janet Griffiths,56,51,47,64,84,34
4954,Glenn Slater,41,44,77,71,46,75
4955,Mr Gavin Cunningham,83,88,47,99,26,77
4956,Vincent Wells,63,55,54,79,77,50
4957,Denis Gough,49,37,26,57,97,86
4958,Miss Eileen Anderson,72,99,52,93,28,63
4959,Dr Jeffrey Stephenson,42,46,44,70,86,92
4960,Gregory Davis,22,61,40,73,72,68
4961,Melissa Bennett-Booth,57,87,62,79,71,100
4962,Dr Hazel Davis,44,41,91,68,65,95
4963,Beverley Griffiths,43,50,21,32,58,57
4964,Anna Cook-James,57,79,68,63,43,99
4965,Charlotte Lewis,99,37,84,34,45,41
4966,Colin Woodward,26,20,43,28,79,27
4967,Deborah Davies,33,85,61,31,29,80
4968,Henry Clayton,100,20,22,37,47,99
4969,Anna Chambers-Stone,74,28,78,65,62,99
4970,Ms Nicola Woodward,26,55,60,69,30,81
4971,Holly Watson,28,65,22,65,46,79
4972,Stacey Graham,97,81,34,78,49,42
4973,Toby Griffiths,100,35,78,91,29,89
4974,Olivia Yates,84,80,49,50,20,43
4975,Dr Gordon Harper,35,42,29,33,98,44
4976,Lucy Edwards,87,74,85,29,74,79
4977,Naomi Jenkins,54,51,39,71,58,66
4978,Clare Short,44,75,89,33,75,54
4979,Brenda Morgan,88,46,43,85,28,28
4980,Ashley Miah,78,56,95,47,69,76
4981,John Morris,92,62,46,45,47,74
4982,Mrs Aimee Williams,42,60,55,81,40,69
4983,Amelia Barber-Blackburn,35,62,74,53,44,82
4984,Dr Steven Barlow,52,71,65,97,69,47
4985,Dr Derek Thomas,28,98,93,41,89,33
4986,Kathryn Hurst-Brown,83,67,37,72,25,42
4987,Jay Winter,34,47,70,55,51,90
4988,William Brown,56,27,49,49,20,27
4989,Bruce Bailey,34,29,62,67,93,98
4990,Miss Frances Smith,64,68,100,28,61,63
4991,Ryan Parker,72,68,59,70,90,55
4992,Joseph Khan,61,37,66,31,94,98
4993,Dr Samuel Wilkinson,77,25,44,35,61,93
4994,Dr Alice Reid,20,98,74,68,53,24
4995,Susan Hill,74,83,52,51,89,25
4996,Marion Carr,34,71,50,28,31,64
4997,Dr Derek Smart,98,67,74,76,82,40
4998,Jodie Hayes,49,93,26,97,25,93
4999,Kimberley Moore,47,63,38,36,23,74
5000,Samantha Jenkins,34,56,46,91,78,23
5001,Hayley Hawkins,68,53,53,69,73,31
5002,Elaine Lowe,22,41,95,37,70,31
5003,Russell Howard,23,25,81,83,95,87
5004,Mandy Wood-Stewart,46,81,55,46,68,89
5005,Ms Sylvia Hobbs,64,43,70,76,76,56
5006,Darren Chandler,76,47,26,57,98,29
5007,Leslie Adams,39,32,21,36,84,56
5008,Dr Dale Collier,31,91,40,73,100,27
5009,Julia Nixon,69,67,52,53,77,24
5010,Dr Abdul Turner,39,27,36,75,54,31
5011,Ms Paige Mason,85,47,47,50,92,97
5012,Daniel Little,36,75,67,53,20,39
5013,Rhys Storey,70,87,75,81,96,68
5014,Miss Karen Lee,44,20,94,84,81,25
5015,James Foster-Cox,99,98,46,27,28,78
5016,Samuel Williams,60,48,80,63,36,74
5017,Abdul Jones,67,62,43,89,98,79
5018,Guy White,97,51,63,59,84,53
5019,Terence Lloyd,74,23,30,73,56,72
5020,Dr Kieran Harris,87,41,98,49,47,87
5021,Louise Carroll,35,87,61,62,90,98
5022,Mr Nicholas Ahmed,59,77,26,64,86,21
5023,Jacqueline Steele-Payne,62,63,66,96,79,43
5024,Olivia Jones,92,37,70,96,74,86
5025,Sharon Baldwin,93,58,95,99,80,86
5026,Mr Terry Bull,26,93,73,100,26,73
5027,Rosie McLean,84,51,63,60,35,55
5028,Allan Wallis,64,37,64,83,95,24
5029,Deborah Preston-Burgess,47,82,100,60,93,59
5030,Kerry Jones,55,61,91,78,52,47
5031,Lawrence Dawson,69,24,62,84,56,50
5032,Bernard Simmons-Cartwright,23,32,63,94,66,79
5033,Mrs Joanna Wilson,65,85,56,81,79,95
5034,Mr Lawrence Wood,97,21,52,44,36,98
5035,Mr Dean Scott,91,23,100,100,52,91
5036,Olivia Jackson-Ward,84,73,32,56,94,90
5037,Richard Barber-Smith,58,97,48,69,57,97
5038,Katherine Clark,54,55,35,55,32,24
5039,Julie Clarke,27,40,21,53,70,41
5040,Carl Dixon-Singh,24,43,24,62,35,72
5041,Lawrence Faulkner,49,89,30,20,85,39
5042,Marilyn Thomson,70,96,86,32,42,87
5043,Mrs Sarah Pearson,27,89,79,77,20,39
5044,Maurice Ford,24,74,34,89,73,84
5045,Dr Grace Fleming,97,49,76,49,43,29
5046,Alison Smith,25,72,54,95,39,48
5047,Rosie Spencer-Watson,32,50,75,42,73,53
5048,Dr Jessica Clarke,87,51,32,70,70,79
5049,Dr Alex Middleton,30,29,39,95,76,58
5050,Mr Christopher Hyde,54,72,45,95,24,49
5051,Mr Joe Johnson,61,59,50,71,33,28
5052,Alexandra Rowley,43,96,25,39,61,45
5053,Rebecca Turner,23,55,58,41,29,52
5054,Ms Suzanne Hunt,23,94,61,40,75,94
5055,Dr Julia Lyons,82,52,79,62,51,25
5056,Marion Marshall,71,96,21,65,35,66
5057,Claire Lane,30,33,53,33,96,99
5058,Samuel Thompson,65,99,65,65,20,64
5059,Vanessa Chambers-Andrews,20,91,62,54,84,68
5060,Ann Parry,76,26,23,75,85,79
5061,Martin Johnston,44,48,46,64,34,70
5062,Richard Shaw,34,20,75,29,62,94
5063,Dr Cheryl Ahmed,51,51,32,36,79,96
5064,Dr Francesca Fry,77,46,51,82,24,56
5065,Ms Maureen Gilbert,92,72,64,100,36,42
5066,Tracey Allen,87,68,76,96,55,22
5067,Diane Lamb,52,90,63,39,80,21
5068,Mr Henry Roberts,75,97,37,67,86,83
5069,Dr Leanne Hughes,99,80,36,90,49,93
5070,Dr Glen Howard,33,35,59,88,85,54
5071,Rosie Williams,20,31,75,30,60,100
5072,Paul Ball,87,100,34,39,98,96
5073,Lawrence Bailey,57,48,21,74,41,89
5074,Melissa Pickering-Nixon,41,76,88,88,89,67
5075,Dr Patrick Rahman,21,39,89,42,87,51
5076,Jay Bevan-Houghton,77,57,29,39,69,20
5077,Dr Fiona Jones,95,25,72,95,40,97
5078,Wayne Parkin,28,100,92,39,70,47
5079,Francis Robinson-Lucas,76,43,95,57,84,71
5080,Barbara Edwards,58,82,29,72,85,98
5081,Dr Frances Banks,79,87,57,69,72,53
5082,Jeffrey Preston-Thornton,92,99,86,60,67,69
5083,Lydia Storey,73,83,33,70,44,68
5084,Dr Julian Bennett,54,32,64,43,87,26
5085,Miss Julia Jones,35,88,79,65,23,95
5086,Tom Harper,82,24,22,34,59,78
5087,Jessica Reynolds-Connolly,61,49,85,26,26,56
5088,Victor Stokes,75,88,96,34,24,86
5089,Dennis Chapman-Singh,78,47,47,27,24,63
5090,Anne Fry,36,58,78,98,75,56
5091,Amber Kaur,92,71,97,78,52,88
5092,Dr Martin Butler,98,94,89,89,27,94
5093,Jade Heath,22,59,47,57,29,47
5094,Amy Burke,78,28,27,24,33,79
5095,Rhys Thomas,58,67,91,56,99,72
5096,Sara Dawson,45,85,88,77,65,24
5097,Mr John Bird,54,92,54,98,57,69
5098,Mr Roger Bird,87,44,28,90,69,88
5099,Charlie Evans-Holloway,56,43,47,95,69,81
5100,Elliott Read,83,52,28,96,74,59
5101,Simon Rice-Smith,80,27,85,90,63,89
5102,Katy Baxter,73,54,67,81,83,49
5103,Alice Lewis,92,98,59,79,100,29
5104,Ashley Allen,85,25,82,87,91,60
5105,Joan North-Roberts,37,63,25,66,75,49
5106,Angela Walker,81,93,56,54,68,50
5107,Geraldine Jones,56,46,69,39,52,74
5108,Lynne Abbott,59,45,63,90,70,28
5109,Guy Hammond-Flynn,51,96,92,36,98,59
5110,Miss Kate Roberts,100,67,95,25,30,94
5111,Dr Francesca Hale,49,33,100,69,58,68
5112,Shirley Lees-Haynes,93,75,91,78,22,35
5113,Lesley O'Sullivan,80,58,67,24,81,76
5114,Christian Barber,52,64,73,92,29,37
5115,Mrs Catherine Harris,69,55,84,71,63,36
5116,Mr Stephen Pugh,63,20,84,96,63,83
5117,Callum Freeman,47,68,64,93,49,27
5118,Marc Lamb,29,21,90,75,92,44
5119,Eileen Edwards,70,91,79,28,80,91
5120,Marie Young,49,85,83,85,23,80
5121,Frederick Harding,35,68,41,77,83,22
5122,Emma Bibi,85,82,64,52,35,73
5123,Angela Winter-Thomas,53,71,21,62,25,100
5124,Pauline Wood-Carter,72,60,31,81,61,65
5125,Graham Johnson,24,62,95,85,77,30
5126,Louis Hunter,33,23,67,77,28,82
5127,Marie Lewis-Brooks,94,51,51,69,81,31
5128,Dr Laura Vincent,30,48,50,73,39,86
5129,Patricia Jones,79,76,98,86,20,29
5130,Christopher Byrne,72,35,77,65,48,77
5131,Mrs Grace Cook,34,67,98,49,20,98
5132,Lynn Williams,37,60,50,46,85,62
5133,Dylan Clarke,78,29,32,81,23,51
5134,Fiona Fowler,58,38,74,81,22,36
5135,Christine Benson-Smith,62,22,100,54,95,56
5136,Iain Wade,54,30,90,77,60,28
5137,Maureen Harding,93,45,48,88,91,39
5138,Callum Wood,32,77,39,56,88,98
5139,Dr Gregory Smith,35,73,38,57,82,55
5140,Mr Dennis Banks,42,62,21,31,51,85
5141,Mrs Alexandra Smith,77,93,82,33,70,47
5142,Mrs Georgina Potter,76,70,52,50,79,74
5143,Joshua Fraser,28,46,36,69,50,29
5144,Paul Harrison-Campbell,37,35,72,49,82,81
5145,Albert Wright-Davis,51,30,91,77,32,71
5146,Rita Hammond-Barnes,100,64,39,26,39,41
5147,Rosie Thomas,74,44,45,40,56,77
5148,Julian Robinson,87,80,83,88,85,68
5149,Susan Edwards,29,57,38,79,74,79
5150,Ms Jenna Palmer,45,73,87,49,23,88
5151,Mr Dylan Rogers,53,36,87,55,59,80
5152,Mr Justin Foster,74,96,48,45,67,83
5153,Rachel Byrne,80,95,84,65,54,43
5154,Mr Dominic West,43,41,74,95,26,50
5155,Rosie Lees,26,34,44,73,76,76
5156,Sean Birch,84,79,55,60,84,97
5157,Mrs Jacqueline Gordon,74,69,81,68,60,82
5158,Gregory Murphy,25,67,78,64,31,62
5159,Mr David Ross,67,87,27,57,94,98
5160,Jeremy Gibson,77,76,63,65,59,28
5161,Heather Baker,98,53,71,50,63,36
5162,Mr Stewart Pearson,90,97,72,81,93,61
5163,Dr Jack Frost,57,67,52,31,21,38
5164,Hayley Cooper,25,90,51,39,22,30
5165,Ms Carly Robinson,58,62,43,30,69,76
5166,Hayley Young,76,64,58,40,24,31
5167,Victor Hunt,46,43,41,99,72,65
5168,Paige Moore,94,91,80,92,67,69
5169,Dr Sean Jones,63,30,27,84,71,81
5170,Lynne Phillips-Smith,56,49,87,36,52,95
5171,Diane Harrison,76,64,54,68,81,52
5172,Kirsty Cox,80,46,39,81,52,98
5173,Howard Lee,76,39,97,61,49,98
5174,Miss Kayleigh Matthews,59,83,36,95,40,76
5175,Duncan Smith,62,26,49,47,23,50
5176,Mr Terence Warner,29,72,80,39,24,61
5177,Dr Clive Wilson,76,34,64,26,95,74
5178,Jamie Smart,31,88,29,21,76,57
5179,Eileen Morgan,49,67,71,70,61,28
5180,Miss Paula Hart,73,93,83,30,30,98
5181,Stanley Smith,83,96,59,26,85,58
5182,Ashleigh Lowe,35,35,74,85,52,92
5183,Cameron Evans,32,88,38,28,29,74
5184,Dennis Grant,52,65,21,27,34,98
5185,William Humphries,69,29,59,24,82,59
5186,Josh Wong,22,76,22,83,93,86
5187,Miss Sian Holmes,24,71,47,70,52,26
5188,Dr Edward Baker,86,40,92,53,30,42
5189,Dr Hugh Roberts,41,20,35,26,36,100
5190,Raymond Kennedy,94,90,64,22,44,63
5191,Mrs Amber Frost,65,88,100,99,83,91
5192,Mr Stanley Gardner,41,54,95,36,90,91
5193,Dr Shaun Walker,94,48,89,95,84,80
5194,Ian Stone-Stevens,84,46,21,67,55,55
5195,Emily Daly,41,78,61,76,93,25
5196,Bruce Kelly,73,65,87,95,85,25
5197,Roy Roberts,65,68,31,82,77,84
5198,Miss Alexandra O'Neill,81,58,48,26,66,63
5199,Gerard Baker-Reed,99,29,60,85,46,63
5200,Dr Bernard Kelly,78,99,82,34,30,56
5201,Dr Deborah Turner,93,45,20,76,97,77
5202,Ashley Hall,27,62,99,80,36,100
5203,Dr Susan Stewart,69,41,61,77,41,61
5204,Mr Mark Jones,34,52,20,20,85,51
5205,Robin Rogers,54,88,90,84,43,42
5206,Dr Terry Brown,70,24,54,77,85,96
5207,Mrs Chelsea Armstrong,70,21,36,97,88,56
5208,Mr Paul McDonald,89,44,47,45,57,39
5209,Abdul Williamson,40,48,85,95,40,23
5210,Georgina John,93,85,32,90,35,93
5211,Elaine Brown-Webb,37,100,89,94,52,78
5212,Eileen Collins-Fletcher,91,78,86,75,86,23
5213,Brian Atkins-Hall,51,48,34,86,43,100
5214,Grace Johnson-Newman,50,57,97,75,37,90
5215,Hayley Allen,65,45,63,66,78,25
5216,Katherine Hardy,65,58,50,51,85,33
5217,Clare Lawrence,79,52,81,86,78,32
5218,Tina Thompson,68,79,22,89,62,82
5219,Mr Josh Craig,58,58,20,94,41,44
5220,Ms Natasha Rose,58,43,40,51,80,32
5221,Bruce Hall,32,36,24,60,65,86
5222,Miss Naomi Goddard,32,90,80,58,56,55
5223,Marilyn Williams,49,71,66,91,68,72
5224,Miss Stacey Palmer,96,40,52,79,35,25
5225,Marcus West-Ward,82,37,77,27,63,90
5226,Barry Skinner,56,97,52,64,40,36
5227,Melissa Newton,63,54,35,20,39,99
5228,Lindsey Newton-Summers,65,47,80,92,75,54
5229,Dr Christopher Akhtar,45,37,79,80,68,43
5230,Carol Berry,61,63,94,49,93,71
5231,Jayne Brown,54,73,100,29,38,89
5232,Albert Dawson,20,58,20,83,36,50
5233,Ms Maria Taylor,35,67,53,90,59,30
5234,Martyn Barnett,72,56,49,47,43,74
5235,Annette Ali,62,79,96,63,97,54
5236,Victor Gibbons,33,86,70,35,93,26
5237,Leah Nixon,29,48,86,77,72,40
5238,Russell Pope,78,92,53,87,96,44
5239,Lauren Slater-Andrews,83,40,54,52,33,21
5240,Geoffrey Goodwin,80,60,20,68,96,47
5241,Valerie Hooper,55,45,74,25,64,22
5242,Mr Dylan Jones,50,43,64,61,76,35
5243,Sophie Nicholls,34,26,22,74,77,91
5244,Claire Williams,55,61,47,35,35,47
5245,Alan Morris,38,84,89,34,74,81
5246,Dr Clive Barry,57,86,38,37,41,58
5247,Beth Brown,95,83,92,43,53,47
5248,Chelsea Williams,64,26,51,20,78,63
5249,Dr Georgia Jennings,20,50,24,86,42,72
5250,Yvonne Ali,37,90,25,57,24,71
5251,Bethany Scott,28,27,22,57,86,67
5252,Teresa Shaw,71,71,41,62,68,41
5253,Miss Teresa Gilbert,27,76,58,87,97,31
5254,Mrs Julia Phillips,77,75,50,74,56,34
5255,Julie Cartwright,63,81,96,84,47,64
5256,Arthur Dodd,25,68,85,93,44,20
5257,Claire Hughes,70,43,45,83,35,57
5258,Sally Russell,81,81,56,79,69,73
5259,Owen Andrews,69,85,78,96,63,61
5260,Max Hall,99,61,84,51,84,81
5261,Mr Jay Payne,74,74,53,99,39,71
5262,Guy Baker-Reynolds,90,37,45,56,49,46
5263,Dr Howard Marsh,49,54,39,35,84,68
5264,Dr Phillip Evans,71,82,39,81,25,47
5265,Dr Clive Hudson,22,55,66,84,99,54
5266,Sally Freeman-Davies,88,40,39,86,86,33
5267,Katie Davey,90,20,51,65,58,38
5268,Mrs Kayleigh Patel,60,28,88,32,80,83
5269,Shaun Jones-Cox,63,97,67,76,87,35
5270,Martyn Byrne,58,68,92,56,50,21
5271,Terence Howells,34,63,52,85,33,55
5272,Ms Rebecca Jones,82,25,62,61,45,71
5273,Ms Andrea Jones,34,49,46,57,38,71
5274,Lewis Barlow,84,100,86,73,80,56
5275,Charles Patel-Wood,21,91,89,83,49,94
5276,Mr Marcus Carter,42,34,72,49,47,96
5277,Carl Owen,93,77,31,96,94,34
5278,Amelia Williams,73,46,39,45,76,31
5279,Julian Clark-Carroll,24,96,81,99,97,91
5280,Glenn Cook,62,47,54,64,47,40
5281,Jean Cunningham,62,40,25,74,24,97
5282,Kate Connor,90,64,41,41,54,93
5283,Mark Byrne,40,77,78,56,75,81
5284,Frederick Cooper,37,78,39,32,20,40
5285,Sean Foster,87,91,64,36,58,78
5286,Geoffrey Ellis,27,27,100,54,24,93
5287,Beth Jones,64,37,48,27,29,38
5288,Abdul Harris,52,90,94,40,47,90
5289,Jennifer Ryan,41,60,50,99,78,38
5290,Mr Toby Hodgson,94,56,96,58,29,79
5291,Tracy Browne,31,67,29,56,100,70
5292,Kenneth Cook,43,30,97,74,86,88
5293,Glen Holden,25,70,20,91,53,44
5294,Phillip Booth,82,84,27,62,53,92
5295,Clive Hartley,84,67,69,24,54,33
5296,Ms Kathryn Thomas,41,96,22,88,89,63
5297,Carole Dale,71,30,32,66,44,74
5298,Dr Patrick Osborne,37,99,93,66,73,56
5299,Lynne Holland,89,90,43,23,71,61
5300,Dr Jade King,46,60,30,73,69,87
5301,Naomi Field,71,41,20,48,45,54
5302,Clive Green,61,81,91,31,93,87
5303,Mrs Georgia Brown,94,77,60,73,56,53
5304,Amelia Poole,80,93,95,41,73,23
5305,Dr Declan Smith,31,31,38,79,96,65
5306,Marcus Dunn,45,67,92,78,43,42
5307,Damian Waters,88,66,53,47,35,67
5308,Shirley Stone,83,46,89,28,58,53
5309,Dr Dominic Hunt,86,32,98,77,63,72
5310,Jasmine Kaur,51,34,24,67,24,53
5311,Mr Jay Hudson,60,73,45,72,68,68
5312,Marian Jones-Watson,91,83,97,86,98,44
5313,Mr Craig Bennett,86,68,86,48,40,82
5314,Gary Lee,67,84,88,69,85,22
5315,Mr Wayne Forster,77,57,34,26,87,54
5316,Mr Frank Wells,47,28,42,40,78,83
5317,Jenna John,37,66,43,20,90,45
5318,Rhys Potts-Watkins,78,86,71,78,67,80
5319,Miss Sharon Smith,36,27,45,77,59,44
5320,Gordon Martin,75,76,89,39,94,40
5321,Susan Harvey,91,79,50,27,67,43
5322,Darren Hopkins,99,65,74,24,38,87
5323,Dr Martin Evans,39,56,35,100,98,50
5324,Yvonne Smith,99,35,58,25,23,97
